Autor del libro|título del libro|link para descarga
Friedrich Von Schiller|La Doncella De Orleans|https://drive.google.com/file/d/0B_yJXv2pEPBwY3FCOUw3Y0EyNmc/view?usp=drivesdk&resourcekey=0-9MPIrGuN7VMiQaOcZ9VvTQ
Friedrich Von Schiller|Intriga Y Amor|https://drive.google.com/file/d/0B_yJXv2pEPBweHlzZDdyRjFWeFE/view?usp=drivesdk&resourcekey=0-YqADmJfz9_ezwvgb-Gdwkw
Friedrich Von Schiller|De La Gracia Y La Dignidad|https://drive.google.com/file/d/0B_yJXv2pEPBwVVoxWWRDU0tHU2c/view?usp=drivesdk&resourcekey=0-q_xYlGhnQT5NKh2qC_MkbQ
José Mauro Vasconcelos|Mi Planta De Naranja Lima|https://drive.google.com/file/d/0B_yJXv2pEPBwand5cjBFeEI5elU/view?usp=drivesdk&resourcekey=0-Dmh6DW6_6lnPDQkq_cskww
José Mauro Vasconcelos|El Palacio Japones|https://drive.google.com/file/d/0B_yJXv2pEPBwQUZSYUthQjI4SUU/view?usp=drivesdk&resourcekey=0-Jznv6QLkENEI5M9fVuM5Hw
Pedro Voltes|Adorable Loca|https://drive.google.com/file/d/0B_yJXv2pEPBwekxaNUZ4c0RBU2s/view?usp=drivesdk&resourcekey=0-JL9X2lFzhUPVXfkvvuNg9w
Hernando Valencia Goelkel|Antologia De Ensayos|https://drive.google.com/file/d/0B_yJXv2pEPBwMzVxcDZaSW5la1E/view?usp=drivesdk&resourcekey=0-SYp1Ix_vQ7a5KxZSRAPNxQ
Américo Vespucio|Descargar|https://drive.google.com/file/d/0B_yJXv2pEPBwVUlGNlhVUGlMNnc/view?usp=drivesdk&resourcekey=0-X1Z7ssUb8i0xCDvvf4rifw
Pedro Antonio  de Alarcón|Novela Natural|https://drive.google.com/file/d/0B_yJXv2pEPBwSklpY3JOVjNFQ2s/view?usp=drivesdk&resourcekey=0-gw_nbaoQaFCNdFEHry_mFg
Pedro Antonio  de Alarcón|Moros Y Cristianos|https://drive.google.com/file/d/0B_yJXv2pEPBwS2FWbUUxMF81UzA/view?usp=drivesdk&resourcekey=0-SvzsU1NuiwNthVVBT1FR-A
Pedro Antonio  de Alarcón|Los ojos negros|https://drive.google.com/file/d/0B_yJXv2pEPBwSF9Nc1hVNTRPazg/view?usp=drivesdk&resourcekey=0-UYpy0Z-x67JPNgy2_9pwyQ
Pedro Antonio  de Alarcón|La Mujer alta|https://drive.google.com/file/d/0B_yJXv2pEPBwclQyb1RMWVBfdHM/view?usp=drivesdk&resourcekey=0-wXRnhIOpqLIlGGuPVq4WwA
Pedro Antonio  de Alarcón|La buenaventura|https://drive.google.com/file/d/0B_yJXv2pEPBwaWFNdGFIREFqSTA/view?usp=drivesdk&resourcekey=0-XONOpKkik-HNZk-wuXeMJA
Pedro Antonio  de Alarcón|La Alpujarra|https://drive.google.com/file/d/0B_yJXv2pEPBwYW0zUVZaVGxGVTA/view?usp=drivesdk&resourcekey=0-Cy1yo06gQUrWdi4jiMQ3mg
Pedro Antonio  de Alarcón|El Sombrero de tres picos|https://drive.google.com/file/d/0B_yJXv2pEPBwTmhGX2hHdGpLMms/view?usp=drivesdk&resourcekey=0-sbLyu7uf6knhmqq8HK23Lg
Pedro Antonio  de Alarcón|El Final De Norma|https://drive.google.com/file/d/0B_yJXv2pEPBwakNDNjdxckFkdnM/view?usp=drivesdk&resourcekey=0-IrJUkAoMNm54cHTd_BSveQ
Pedro Antonio  de Alarcón|El Coro De Angeles|https://drive.google.com/file/d/0B_yJXv2pEPBwM1cwNmYwZTJSTmM/view?usp=drivesdk&resourcekey=0-VwIqHqavvfZEtu-duQtWPw
Pedro Antonio  de Alarcón|El Clavo|https://drive.google.com/file/d/0B_yJXv2pEPBwQnpySFFpdkVaTWM/view?usp=drivesdk&resourcekey=0-Pv5d1GDmR8Syjvfox5ozYw
Pedro Antonio  de Alarcón|El Capitan Veneno|https://drive.google.com/file/d/0B_yJXv2pEPBwWkM3WVAzS3p0Tjg/view?usp=drivesdk&resourcekey=0-DoIoYZ1vimkk8tAnWjDseA
Pedro Antonio  de Alarcón|El Año En Spitzsberg|https://drive.google.com/file/d/0B_yJXv2pEPBwQkwzWFRkNVFkYXc/view?usp=drivesdk&resourcekey=0-S9BJGvi_Wtz5a6j86Ko4Yw
Pedro Antonio  de Alarcón|El Amigo De La Muerte|https://drive.google.com/file/d/0B_yJXv2pEPBwMlVxWGJtWHFfM00/view?usp=drivesdk&resourcekey=0-DiQ3v6xV1j5ppOxcI_tpZQ
Pedro Antonio  de Alarcón|Diario De Un Testigo De La Guerra De Africa 2|https://drive.google.com/file/d/0B_yJXv2pEPBwQXZEOER0cjVudGc/view?usp=drivesdk&resourcekey=0-RchVLgI7Fmu2cx1M3d5uSQ
Pedro Antonio  de Alarcón|Diario De Un Testigo De La Guerra De Africa 1|https://drive.google.com/file/d/0B_yJXv2pEPBwbGVEeEJ4dGhZTTg/view?usp=drivesdk&resourcekey=0-GuTmADwoTJ8OcwUsBVFOvg
Pedro Antonio  de Alarcón|Cuentos amatorios|https://drive.google.com/file/d/0B_yJXv2pEPBwWjc2b2xkRERvUkE/view?usp=drivesdk&resourcekey=0-CU7NO3rcsLn_4Roffxk0hw
Pedro Antonio  de Alarcón|Costumbres|https://drive.google.com/file/d/0B_yJXv2pEPBwR0hYTGdlMUFUVFU/view?usp=drivesdk&resourcekey=0-kRcW7KV6mevghAfvENcvVQ
Pedro Antonio  de Alarcón|Cosas que fueron, cuadros de costumbres|https://drive.google.com/file/d/0B_yJXv2pEPBwR1J3bjVmVDZta1E/view?usp=drivesdk&resourcekey=0-d3kygKLEY4XrZXmmjk9brA
Pedro Antonio  de Alarcón|Buena Pesca|https://drive.google.com/file/d/0B_yJXv2pEPBwQ0ZteWZrVFQ4UlU/view?usp=drivesdk&resourcekey=0-N8PKsKCJSTZUm0I5UpDEuA
Fred Vargas|El Hombre De Los Circulos Azules|https://drive.google.com/file/d/0B_yJXv2pEPBwbWJKSDBUVDJLWVE/view?usp=drivesdk&resourcekey=0-9p3gDA5X9rtdeX-lp9gJvg
Eduardo Varela Cid|Colombia, Cuentos Cortos|https://drive.google.com/file/d/0B_yJXv2pEPBwV25uYmdyMmJ3TFU/view?usp=drivesdk&resourcekey=0-V6ncoGpjxHpG3NYOPPgFdA
Giovanni Verga|Historia de una carpintera|https://drive.google.com/file/d/0B_yJXv2pEPBwVTIxSzJXeEktSTA/view?usp=drivesdk&resourcekey=0-WWVA2A5cmM2T-4YKxIsVXw
Jegor Von Sivers|La vida cotidiana de La Habana|https://drive.google.com/file/d/0B_yJXv2pEPBwWFpLUXg5VGFxOEk/view?usp=drivesdk&resourcekey=0-fhmSlRo3pVNvA-bM_pqTbA
Helio Vera|En Busca del Hueso Perdido, Tratado de Paraguayologia|https://drive.google.com/file/d/0B_yJXv2pEPBwdzhTQUJWT0stdG8/view?usp=drivesdk&resourcekey=0-QNypGpAx4F9MbVoGnqCueg
Helio Vera|Angola y Otros Cuentos|https://drive.google.com/file/d/0B_yJXv2pEPBwcm9SdzhkQkxRLVE/view?usp=drivesdk&resourcekey=0-3KWTn2CviGbWC_p6eDP5mg
John Varley|Y Mañana Seran Clones|https://drive.google.com/file/d/0B_yJXv2pEPBwQXI0a1pPREZfQUE/view?usp=drivesdk&resourcekey=0-lFLc9iCyE0q4IlaVOMEXpA
John Varley|Pulse Enter|https://drive.google.com/file/d/0B_yJXv2pEPBwSUdlbUtZcmJ6eFk/view?usp=drivesdk&resourcekey=0-e4WWzau-hQbDvn9SIu-C_w
John Varley|Perdido En El Banco De Memoria|https://drive.google.com/file/d/0B_yJXv2pEPBwakZiVWJRNFVVU2s/view?usp=drivesdk&resourcekey=0-6atIQEozQtVFiOGVyXRU9A
John Varley|La Persistencia De La Vision|https://drive.google.com/file/d/0B_yJXv2pEPBwTFBJV0xiVzZhRUE/view?usp=drivesdk&resourcekey=0-6_3dVhvVn_rfAAChv6NIJw
John Varley|La Palabra No Procesada|https://drive.google.com/file/d/0B_yJXv2pEPBwaHp3Nnp5MW9kNVE/view?usp=drivesdk&resourcekey=0-8r8e2iRVF-SOh7kyj83keQ
John Varley|Incursion Aerea|https://drive.google.com/file/d/0B_yJXv2pEPBwLXQ4MlY4NjVydTQ/view?usp=drivesdk&resourcekey=0-D7wNIgmXMR9wT2-cpu6D4Q
John Varley|El Pusher|https://drive.google.com/file/d/0B_yJXv2pEPBwZFN4VVdHY3VpaGM/view?usp=drivesdk&resourcekey=0-CGyFZuMpIiPUfp0a4MCS3Q
Maria Eugenia Vaz Ferreira|La Isla De Los Canticos|https://drive.google.com/file/d/0B_yJXv2pEPBwTm1obmxuLThvb0U/view?usp=drivesdk&resourcekey=0-g0eansV-09dpK_V9s0Ligg
Carlos Vázquez|Repuestos Repuestos|https://drive.google.com/file/d/0B_yJXv2pEPBwT0p0X2JzU3pkNGM/view?usp=drivesdk&resourcekey=0-a8LNawyNoeP_s6Pob6OBog
Heinrich Von Kleist|El Terremoto en Chile|https://drive.google.com/file/d/0B_yJXv2pEPBwYVBEQ0JSU1pucW8/view?usp=drivesdk&resourcekey=0-HzZfxshDpnnZPuloIsgpsw
Felix Lope Vega y Carpio|Noche de San Juan|https://drive.google.com/file/d/0B_yJXv2pEPBwcVgwTEZqV0xoUzA/view?usp=drivesdk&resourcekey=0-lHgqnT3z3-niZjm1NSkagQ
Felix Lope Vega y Carpio|El vellocino de oro|https://drive.google.com/file/d/0B_yJXv2pEPBwY1VyX2lMZll4ZFE/view?usp=drivesdk&resourcekey=0-LHAR6SKMkoVtUIGYcDJcCQ
Felix Lope Vega y Carpio|Antologia poetica|https://drive.google.com/file/d/0B_yJXv2pEPBwZmw1aHFBbUpWY28/view?usp=drivesdk&resourcekey=0-jM4VkMw6VnXjvf8OmeFfRw
Rafael Alberti|Tal Vez, Oh Mar|https://drive.google.com/file/d/0B_yJXv2pEPBwTFYtc0NxcnBVa3c/view?usp=drivesdk&resourcekey=0-iAFeIrkhvWgBnnDICCs-dA
Rafael Alberti|Sobre los angeles|https://drive.google.com/file/d/0B_yJXv2pEPBwWG9aV05wdmF2WGM/view?usp=drivesdk&resourcekey=0-u-okuTfHuzs6Cw5z3x9Rxg
Rafael Alberti|Retornos Del Amor Tal Como Era|https://drive.google.com/file/d/0B_yJXv2pEPBwV3JBOEJRNGQxZVk/view?usp=drivesdk&resourcekey=0-05FYTBqx_5cFAJilDwhDdw
Rafael Alberti|Retornos Del Amor En Una Azotea|https://drive.google.com/file/d/0B_yJXv2pEPBwWW1BdVpjR3RaZUE/view?usp=drivesdk&resourcekey=0-2mp1GSfu6OKxR2FTIzSs0Q
Rafael Alberti|Retornos Del Amor En Los Vividos Paisajes|https://drive.google.com/file/d/0B_yJXv2pEPBwTExTeHRlNzE1dUk/view?usp=drivesdk&resourcekey=0-jHy5LygHpS9CTDmEGudi5g
Rafael Alberti|Retornos Del Amor En La Noche Triste|https://drive.google.com/file/d/0B_yJXv2pEPBwS2lqMHU4YXRaU1k/view?usp=drivesdk&resourcekey=0-Ar9iRo5cJWS9HmCRHwPN9A
Rafael Alberti|Retornos De Una Sombra Maldita|https://drive.google.com/file/d/0B_yJXv2pEPBwbmNNbzRwOEExWkU/view?usp=drivesdk&resourcekey=0-Sk6JBkGSXngV--cpfK2UQw
Rafael Alberti|Poesias seleccion|https://drive.google.com/file/d/0B_yJXv2pEPBwTjh1Yk5rekJKazQ/view?usp=drivesdk&resourcekey=0-k_vYoSrtW3IAV1qP63M8hQ
Rafael Alberti|Pinosanguinochetburunda|https://drive.google.com/file/d/0B_yJXv2pEPBwNWUybmRGZDZsc1k/view?usp=drivesdk&resourcekey=0-CfUMCrlxOmx8VSLlVpIsVQ
Rafael Alberti|Nocturno (De Roma Peligro Para Caminantes)|https://drive.google.com/file/d/0B_yJXv2pEPBwRUxBN0FHV2g2ZVE/view?usp=drivesdk&resourcekey=0-KEQK0ZPmlJMOcEqyyylpPg
Rafael Alberti|Nocturno (De El Alba Del Alheli)|https://drive.google.com/file/d/0B_yJXv2pEPBwa01lVFhUTHdxTzA/view?usp=drivesdk&resourcekey=0-U50MDuG1kOok_h_S15rjXw
Rafael Alberti|Madrigal Al Billete Del Tranvia|https://drive.google.com/file/d/0B_yJXv2pEPBwZmlhcjQyTXo0Szg/view?usp=drivesdk&resourcekey=0-oz40jIg7gAmxV0dM-1sJ-Q
Rafael Alberti|Lo Que Deje Por Ti|https://drive.google.com/file/d/0B_yJXv2pEPBwZTF6dlJ3bmdMUjQ/view?usp=drivesdk&resourcekey=0-iTCZRwkQ38hlcooriufGoA
Rafael Alberti|La Arboleda Perdida|https://drive.google.com/file/d/0B_yJXv2pEPBwOFg5bHExX0lUXzA/view?usp=drivesdk&resourcekey=0-_e2xY1vBFoDGtXcEq0V0vQ
Rafael Alberti|Elegia A Garcilaso|https://drive.google.com/file/d/0B_yJXv2pEPBwNXVjaEc2OXJwZTg/view?usp=drivesdk&resourcekey=0-brdgbe8PAzqZGFH__zNW9A
Rafael Alberti|El Prisionero|https://drive.google.com/file/d/0B_yJXv2pEPBwcHp1TFJIbEpPblE/view?usp=drivesdk&resourcekey=0-mxD1dQQ_dzhbMbCqDpfNsQ
Rafael Alberti|Amaranta|https://drive.google.com/file/d/0B_yJXv2pEPBwcTZ3TWxlOE5zSFk/view?usp=drivesdk&resourcekey=0-u8yrCl4nT_nzo3iAyCvlkQ
Rafael Alberti|Al Claroscuro|https://drive.google.com/file/d/0B_yJXv2pEPBwbGNzRVpfdzZxMWc/view?usp=drivesdk&resourcekey=0-GsX-aA79JabEkJ7ybtD0WQ
Rafael Alberti|A Niebla, Mi Perro|https://drive.google.com/file/d/0B_yJXv2pEPBwS01ReGlSbElMTlk/view?usp=drivesdk&resourcekey=0-t4mQJkw0D10HfFXg9bP-UA
Rafael Alberti|A Federico Garcia Lorca|https://drive.google.com/file/d/0B_yJXv2pEPBwRVBTY1NIbGdwWlU/view?usp=drivesdk&resourcekey=0-THMa0bYF4YrBTGdGVp-m0w
Salvador Allende|Su Ultimo Discurso|https://drive.google.com/file/d/0B_yJXv2pEPBwOWYtcTQwWWJ6eHM/view?usp=drivesdk&resourcekey=0-WhxWjEn3kv9ToN0XCWUH5Q
Javier de Viana|Ultima Campaña|https://drive.google.com/file/d/0B_yJXv2pEPBwbDVvX1ZhYS1Nemc/view?usp=drivesdk&resourcekey=0-QXULXeByTtN-gIvZLNTMzg
Dámaso Alonso|Poesias seleccion|https://drive.google.com/file/d/0B_yJXv2pEPBwaHlCYnN3TF9UakU/view?usp=drivesdk&resourcekey=0-5MOsRpF8UyN4upac3AkH0g
Dámaso Alonso|Poemas Puros, Poemillas De La Ciudad|https://drive.google.com/file/d/0B_yJXv2pEPBwN3dRZlhlalhiWFU/view?usp=drivesdk&resourcekey=0-bxPpUJ9tFcIdRpoX6mAn5Q
Dámaso Alonso|Oscura noticia|https://drive.google.com/file/d/0B_yJXv2pEPBwSktUemlWU1pMejQ/view?usp=drivesdk&resourcekey=0-3UaOEsNDPDXZ-8ZxwV1Eww
Dámaso Alonso|Oscura Noticia (Seleccion)|https://drive.google.com/file/d/0B_yJXv2pEPBwRFk0WG8xbWh1VGs/view?usp=drivesdk&resourcekey=0-GN4lU1TYZMsuT3c7Cq5C8A
Dámaso Alonso|Hombre y dios|https://drive.google.com/file/d/0B_yJXv2pEPBwaGpHTzFLRVNrbGs/view?usp=drivesdk&resourcekey=0-uB6xf31zipEst1TUdZvnjw
Dámaso Alonso|Hombre Y Dios (Seleccion)|https://drive.google.com/file/d/0B_yJXv2pEPBwQzhRWkhvV2U0YUU/view?usp=drivesdk&resourcekey=0-Om94kF5zm_lNC55fZWeozA
Dámaso Alonso|Hijos de la ira|https://drive.google.com/file/d/0B_yJXv2pEPBwdEVrdzJINkU1Zms/view?usp=drivesdk&resourcekey=0-1r8PMBajJhc94kNQ5le0XA
Dámaso Alonso|Hijos De La Ira (Seleccion)|https://drive.google.com/file/d/0B_yJXv2pEPBwR2pOSlBCOTc2elk/view?usp=drivesdk&resourcekey=0-7nabs3WBTq78QyofN2wWzQ
Jahann Baptist Von Spix|Las Tierras Auriferas De Minas|https://drive.google.com/file/d/0B_yJXv2pEPBwaTVIUzV6OWh5MU0/view?usp=drivesdk&resourcekey=0-ferVZ0NYAbGU0_XBrEO69Q
Hendrik Vaneeckhaute|Dicen|https://drive.google.com/file/d/0B_yJXv2pEPBwMFplYlh5SlFhdlk/view?usp=drivesdk&resourcekey=0-WjOmSwY5FQfWarVmAD3I7Q
José Manuel Valdés y Palacios|Viaje Del Cuzco A Belen En El Gran Para|https://drive.google.com/file/d/0B_yJXv2pEPBwRFpRSzEwNVNLb0E/view?usp=drivesdk&resourcekey=0-rdjpqfcwxucDLShPCl0XIQ
José Manuel Valdés y Palacios|Bosquejo Sobre El Estado Politico Moral Y Literario Del Per|https://drive.google.com/file/d/0B_yJXv2pEPBwbzF6Q2pzVG1NVE0/view?usp=drivesdk&resourcekey=0-YgUyCMEFBCZXtURpNQ4m2A
Paul Valery|La Libertad Del Espiritu|https://drive.google.com/file/d/0B_yJXv2pEPBwckFpTExUeW9kZFk/view?usp=drivesdk&resourcekey=0-sGLobQ3rnTohKEiQ0MbeXg
Paul Valery|El Cementerio Marino|https://drive.google.com/file/d/0B_yJXv2pEPBwdExTZmwtQXBvWTA/view?usp=drivesdk&resourcekey=0-1wz2xFrLW7ErS5b1Dl_y4w
Mallanaga Vatsyayana|Kamasutra|https://drive.google.com/file/d/0B_yJXv2pEPBwMHpieWctcU44VFE/view?usp=drivesdk&resourcekey=0-F7XohTfg-GtpwyHVYU0rYg
Boris Vian|Escupire Sobre Vuestra Tumba|https://drive.google.com/file/d/0B_yJXv2pEPBwX0pjazdOck1IWVE/view?usp=drivesdk&resourcekey=0-QeLaODsFsTXaPST-iTgPhg
Leopoldo Alas|Zurita|https://drive.google.com/file/d/0B_yJXv2pEPBwSHpSSGdNWjVWcVU/view?usp=drivesdk&resourcekey=0-ss50DG6oGzrq0jndS0I2mg
Leopoldo Alas|Un Voto|https://drive.google.com/file/d/0B_yJXv2pEPBwbzB4eGJhS2tzaEk/view?usp=drivesdk&resourcekey=0-tkrzekX7RK5Y7TpB_YSSsA
Leopoldo Alas|Un Viejo verde|https://drive.google.com/file/d/0B_yJXv2pEPBwelBIakRzcjdPc0k/view?usp=drivesdk&resourcekey=0-sO-j0_Vp0gBQ4TCPhKgkpA
Leopoldo Alas|Un Viaje a Madrid|https://drive.google.com/file/d/0B_yJXv2pEPBwWm5Qb20tUGlVZDQ/view?usp=drivesdk&resourcekey=0-vEfzFbcthbYY5JP0DyBbAg
Leopoldo Alas|Un Repatriado|https://drive.google.com/file/d/0B_yJXv2pEPBwVzM5cFo5eFNVYlU/view?usp=drivesdk&resourcekey=0-W5UtqHGeV5bckNX2ZMgnLg
Leopoldo Alas|Un jornalero|https://drive.google.com/file/d/0B_yJXv2pEPBwRmFIRXlrS1lMbjg/view?usp=drivesdk&resourcekey=0-eg9rUSk56ExWxNciIVUxvg
Leopoldo Alas|Un Documento|https://drive.google.com/file/d/0B_yJXv2pEPBwMFh2dHpSUlYxUHM/view?usp=drivesdk&resourcekey=0-g4KedObBeJKB2RGbZ-Cy0A
Leopoldo Alas|Un discurso|https://drive.google.com/file/d/0B_yJXv2pEPBwZ05wQU14dlctaEU/view?usp=drivesdk&resourcekey=0-57t3wd4ZwPmhBen1sxrwKg
Leopoldo Alas|Tres en una|https://drive.google.com/file/d/0B_yJXv2pEPBwdV9NSmttTTFFQkk/view?usp=drivesdk&resourcekey=0-DBK2blqtmrJjyB3aZHW0Tg
Leopoldo Alas|Teresa|https://drive.google.com/file/d/0B_yJXv2pEPBwakJTdkFTOU5qSVk/view?usp=drivesdk&resourcekey=0-K87ITlaGRk1hsV038DfY5g
Leopoldo Alas|Tambor y gaita|https://drive.google.com/file/d/0B_yJXv2pEPBwSmF3M19xXzF6Wk0/view?usp=drivesdk&resourcekey=0-Mlx-zZvj4Y1vUL4vmcCpaw
Leopoldo Alas|Speraindeo|https://drive.google.com/file/d/0B_yJXv2pEPBwdU5lZU4zUXpLSEE/view?usp=drivesdk&resourcekey=0-PkkI4JvrxP321CnbTpkrGA
Leopoldo Alas|Solos y Palique|https://drive.google.com/file/d/0B_yJXv2pEPBwa3JxSlYwMTk1S3M/view?usp=drivesdk&resourcekey=0-nD176LGQAh6gQvEuP0jA_Q
Leopoldo Alas|Sinfonia de dos novelas|https://drive.google.com/file/d/0B_yJXv2pEPBwZDdaVUsta0w0Mkk/view?usp=drivesdk&resourcekey=0-LPCI3O0R4xKEmcbOaBYRlw
Leopoldo Alas|Rivales|https://drive.google.com/file/d/0B_yJXv2pEPBwX3RySjdiWmp2SU0/view?usp=drivesdk&resourcekey=0-1nQnVul62YBHWc9vec-hIw
Leopoldo Alas|Reflejo|https://drive.google.com/file/d/0B_yJXv2pEPBwNm5KeFBIWDZFLW8/view?usp=drivesdk&resourcekey=0-eHYdbWRoEJ2c3bW_M4DPpg
Leopoldo Alas|Rafael Calvo y el teatro español|https://drive.google.com/file/d/0B_yJXv2pEPBwamRzUmMza3ZTbW8/view?usp=drivesdk&resourcekey=0-qiu1n4Ke-SEjdNG3aN9DNQ
Leopoldo Alas|Protesto|https://drive.google.com/file/d/0B_yJXv2pEPBwc0Z2YWJMaU9Qa00/view?usp=drivesdk&resourcekey=0-3I3fyoSK4fmVZA7Xu8DT8Q
Leopoldo Alas|Pipa|https://drive.google.com/file/d/0B_yJXv2pEPBwTHgwWjFSYUVHclU/view?usp=drivesdk&resourcekey=0-O1FSYYDwSwPoSX8LE_ETUg
Leopoldo Alas|Mis plagios|https://drive.google.com/file/d/0B_yJXv2pEPBwcGpEODk5eThlQmc/view?usp=drivesdk&resourcekey=0-tElsLyUZqeB-Yy1gBoaULQ
Leopoldo Alas|Mi entierro|https://drive.google.com/file/d/0B_yJXv2pEPBweTh0Vk1LMzItazQ/view?usp=drivesdk&resourcekey=0-WXzYuGTT4YnfpNvfmsEZzw
Leopoldo Alas|Medalla|https://drive.google.com/file/d/0B_yJXv2pEPBwN3pOd3ZwYm5pRFU/view?usp=drivesdk&resourcekey=0-7jSr_STKe5y1r0XNPrMViw
Leopoldo Alas|Los Imitadores de Campoamor|https://drive.google.com/file/d/0B_yJXv2pEPBwWUczcGhPbWQyMFk/view?usp=drivesdk&resourcekey=0-6gT7tqI3fcU9BkocfsUFsQ
Leopoldo Alas|Las dos cajas|https://drive.google.com/file/d/0B_yJXv2pEPBwWjl2S0hUaW00QWM/view?usp=drivesdk&resourcekey=0-QtDuXPjTZEI5XdRBepp5AA
Leopoldo Alas|La Yernocracia|https://drive.google.com/file/d/0B_yJXv2pEPBwUnEwRDNnOXdnWFE/view?usp=drivesdk&resourcekey=0-0vAv43XfL9HYXHHVpKnVHw
Leopoldo Alas|La Rosa de oro|https://drive.google.com/file/d/0B_yJXv2pEPBwaUROQV9KM1doeVk/view?usp=drivesdk&resourcekey=0-1ArJunLTHCyYSnLjQWSKuQ
Leopoldo Alas|La Ronca|https://drive.google.com/file/d/0B_yJXv2pEPBwN2xVWXFsc1RRakE/view?usp=drivesdk&resourcekey=0-lOH4srpGSEM3YDlhliuVcA
Leopoldo Alas|La Regenta|https://drive.google.com/file/d/0B_yJXv2pEPBwRkhxN2lRWTh5RE0/view?usp=drivesdk&resourcekey=0-B_Drhx-8RpQGDXy39MZYRg
Leopoldo Alas|La medica|https://drive.google.com/file/d/0B_yJXv2pEPBwYWkzb09pdFBVOE0/view?usp=drivesdk&resourcekey=0-r8Kp1xp9nP4zQS1JeSfiTQ
Leopoldo Alas|La fraccioncilla de taravilla|https://drive.google.com/file/d/0B_yJXv2pEPBwOE52bE5Yd1FYeGs/view?usp=drivesdk&resourcekey=0-IUZiJGzxVFeivQb1_D9gqQ
Leopoldo Alas|La Fantasia de un delegado de Hacienda|https://drive.google.com/file/d/0B_yJXv2pEPBwb2IyUmk0WEJzdm8/view?usp=drivesdk&resourcekey=0-2UboB6GfyaxTIkqkBvlzmQ
Leopoldo Alas|La epoca predicador|https://drive.google.com/file/d/0B_yJXv2pEPBwUE9GUHFxMWRJZms/view?usp=drivesdk&resourcekey=0-HoA1w2kCHmADcjDewjrxQg
Leopoldo Alas|En la drogueria|https://drive.google.com/file/d/0B_yJXv2pEPBwNUMtMlRzb0IyVVk/view?usp=drivesdk&resourcekey=0-gVRdxM0QKYtksf2G6ncyNQ
Leopoldo Alas|En el tren|https://drive.google.com/file/d/0B_yJXv2pEPBwUzE1N01CaHl1bEU/view?usp=drivesdk&resourcekey=0-RhP2yVo8wd2FSfTincu8WQ
Leopoldo Alas|El Sombrero del cura|https://drive.google.com/file/d/0B_yJXv2pEPBwdzVpUTFTTlQ5Ums/view?usp=drivesdk&resourcekey=0-J09jaLtlNtxufrKtn_bwEA
Leopoldo Alas|El Señor|https://drive.google.com/file/d/0B_yJXv2pEPBwWVhuVjdRelk1V1U/view?usp=drivesdk&resourcekey=0-6EnYAr-2sIXbEN8QWMCXdw
Leopoldo Alas|El Secreto (a voces)|https://drive.google.com/file/d/0B_yJXv2pEPBwV0ZtekVyS1hnLVU/view?usp=drivesdk&resourcekey=0-xRZ0WLPPFPizqoC6X106lA
Leopoldo Alas|El Rey Baltasar|https://drive.google.com/file/d/0B_yJXv2pEPBwTFRtOUZVT2RUcnM/view?usp=drivesdk&resourcekey=0-M9b4nOD7k07OoVgawByLxg
Leopoldo Alas|El Pecado original|https://drive.google.com/file/d/0B_yJXv2pEPBwWnRjbFE5RmVmX1U/view?usp=drivesdk&resourcekey=0-G9ZeDCGZdFiLclJ5iiCrig
Leopoldo Alas|El Oso mayor|https://drive.google.com/file/d/0B_yJXv2pEPBwZDVMcTBIVDNOMGc/view?usp=drivesdk&resourcekey=0-xSl95ZDsVlVi_Els5Lt-Hg
Leopoldo Alas|El hombre de los estrenos|https://drive.google.com/file/d/0B_yJXv2pEPBwQjgxNU1MSXJTSkE/view?usp=drivesdk&resourcekey=0-nqJaEHyvN40Lr8jGp3gjQg
Leopoldo Alas|El gallo de Socrates|https://drive.google.com/file/d/0B_yJXv2pEPBwNERielpGZ2hWMnc/view?usp=drivesdk&resourcekey=0-bEewI6H-L9X2NWwpdUxpkA
Leopoldo Alas|El entierro de la sardina|https://drive.google.com/file/d/0B_yJXv2pEPBwbG5JTFMzWTluYnM/view?usp=drivesdk&resourcekey=0-wiym6-na7RWZPW5R05j2Nw
Leopoldo Alas|El doctor Pertinax|https://drive.google.com/file/d/0B_yJXv2pEPBwMjZZbkVUX2h3NFU/view?usp=drivesdk&resourcekey=0-vwUghkGxzMd3YWlWw08Pbw
Leopoldo Alas|El Centauro|https://drive.google.com/file/d/0B_yJXv2pEPBwOGhBTXd1MnNqUE0/view?usp=drivesdk&resourcekey=0-nW1KsYeRqRo3KpKH7jBcEg
Leopoldo Alas|Dos sabios|https://drive.google.com/file/d/0B_yJXv2pEPBwMjdpQUxvS241QzQ/view?usp=drivesdk&resourcekey=0-UgGYbXxovpxeKAo8v-T4LQ
Leopoldo Alas|Doctor Angelicus|https://drive.google.com/file/d/0B_yJXv2pEPBwLVZOYU5NVnVOcnc/view?usp=drivesdk&resourcekey=0-p_Yg-CtaP82l6XLXJsx1uw
Leopoldo Alas|Doble via|https://drive.google.com/file/d/0B_yJXv2pEPBwRmRwdVNURWVFS1E/view?usp=drivesdk&resourcekey=0-I_13zdz_x6KWB8x4Ld-8wQ
Leopoldo Alas|De la Comision|https://drive.google.com/file/d/0B_yJXv2pEPBwZXAzWUFjMUVMWVU/view?usp=drivesdk&resourcekey=0-rq72CGTC_pzstkHxm7fOzw
